,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SqFtPerRoom,Total_Home_Quality,Total_Bathrooms,HighQualSF,Age
734,4,3,96.1546991238111,8978,1,0,3,0,0,0,19,2,2,0,2,5,5,1968,1,1,9,10,2,0.0,3,4,2,4,4,3,6,0,6,0,948,948,1,4,1,4,948,0,0,948,0,0,1,0,3,1,3,6,6,0,1,1968.0,3,1,300,5,5,2,147,0,0,0,0,0,0,7,1,8,3,108000,118.5,10,1.0,2520.0,39
735,11,4,60.0,10800,1,3,3,0,4,0,17,2,2,0,4,7,7,1914,1,1,13,14,2,0.0,3,4,0,2,4,2,5,390,6,0,490,880,2,1,0,4,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,5,1914.0,3,2,320,5,5,0,0,341,0,0,0,0,0,1,0,8,4,163000,196.44444444444446,14,1.5,4136.0,92
736,14,3,60.0,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1950,1,1,11,11,2,0.0,3,4,1,3,2,4,4,0,4,0,0,0,1,2,0,1,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,5,1949.0,3,2,400,5,5,2,0,0,0,0,0,0,0,9,0,8,4,93500,104.0,7,2.0,2280.0,56
737,9,3,72.0,10463,1,0,1,0,1,0,8,2,2,0,5,8,5,2005,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,893,893,1,0,1,4,901,900,0,1801,0,0,2,1,3,1,2,8,6,1,1,2005.0,0,3,800,5,5,2,0,116,0,0,0,0,0,8,0,8,4,239900,150.08333333333334,13,2.5,4448.5,1
738,14,3,60.0,10800,1,3,3,0,4,0,7,2,2,2,2,5,5,1987,1,1,9,10,2,0.0,3,4,1,2,1,1,2,1200,6,0,0,1200,1,4,1,4,1200,0,0,1200,3,0,3,0,3,1,3,5,6,0,6,2005.0,1,0,0,3,3,2,120,0,0,0,0,0,0,5,3,8,2,179000,133.33333333333334,10,6.0,3000.0,22
739,9,3,65.0,9313,1,0,3,0,4,0,5,2,2,0,5,7,5,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,864,864,1,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,1,2004.0,2,2,572,5,5,2,187,56,0,0,0,0,0,6,3,8,4,190000,157.0909090909091,12,2.5,4174.0,5
740,10,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,5,5,7,1910,1,1,13,15,2,0.0,3,2,0,1,0,3,6,0,6,0,264,264,1,0,1,4,768,664,0,1432,0,0,2,0,2,1,3,7,6,0,5,1910.0,3,2,360,5,2,2,270,0,112,0,0,0,0,7,1,8,0,132000,143.2,12,2.0,3176.0,97
741,4,3,65.0,6768,1,0,3,0,4,0,19,1,2,0,2,6,8,1961,3,1,6,6,2,0.0,3,2,1,4,4,2,2,832,6,0,80,912,1,2,1,4,912,0,0,912,1,1,1,0,3,1,2,5,6,0,5,1962.0,3,1,288,5,5,2,168,0,0,0,0,0,0,7,2,8,4,142000,130.28571428571428,14,2.5,2424.0,47
742,4,3,65.0,8450,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,1,1,12,13,1,108.0,3,4,2,2,4,3,6,0,6,0,1349,1349,1,0,1,4,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,1,2000.0,3,2,539,5,5,2,120,55,0,0,0,0,0,3,1,8,4,179000,149.88888888888889,12,2.0,3750.0,7
743,12,3,70.0,12886,1,0,3,0,4,0,19,2,2,0,7,5,6,1963,1,1,6,6,2,0.0,3,4,1,2,4,0,0,444,6,0,76,520,1,0,1,4,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,1,1997.0,2,2,480,5,5,2,302,0,0,0,100,0,0,1,3,8,4,175000,162.66666666666666,11,2.5,3428.0,46
744,0,3,41.0,5395,1,0,1,0,4,0,22,2,2,4,2,8,5,1993,1,1,6,6,2,0.0,2,4,2,2,4,3,2,733,6,0,604,1337,1,2,1,4,1337,0,0,1337,1,0,2,0,2,1,2,5,6,1,1,1993.0,2,2,462,5,5,2,96,0,70,168,0,0,0,1,2,8,4,180000,167.125,13,3.0,3573.5,15
745,9,3,76.95315085316469,8963,1,0,3,0,4,0,14,2,2,0,5,8,9,1976,3,1,12,13,1,289.0,0,2,1,4,1,3,2,575,0,80,487,1142,1,0,1,4,1175,1540,0,2715,0,1,3,1,4,1,2,11,6,2,3,1994.0,0,2,831,5,5,2,0,204,0,0,0,0,0,9,2,8,4,299800,169.6875,17,4.0,6705.5,32
746,9,3,64.41347128871557,8795,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,1,1,12,13,2,0.0,2,4,2,2,4,3,2,300,6,0,652,952,1,0,1,4,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,3,2000.0,0,2,554,5,5,2,224,54,0,0,0,0,0,6,3,8,4,236000,188.0,12,2.5,5265.0,9
747,10,4,65.0,11700,1,0,3,0,0,0,17,2,2,0,5,7,7,1880,4,1,11,12,2,0.0,2,4,4,4,0,3,6,0,6,0,1240,1240,2,4,0,4,1320,1320,0,2640,0,0,1,1,4,1,2,8,6,1,5,1950.0,3,4,864,5,5,0,181,0,386,0,0,0,0,7,3,8,4,265979,240.0,14,1.5,6332.0,129
748,4,3,59.0,10593,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,3,1,12,13,1,338.0,2,4,2,2,4,3,2,919,6,0,801,1720,1,0,1,4,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,1,1996.0,0,2,527,5,5,2,240,56,154,0,0,0,0,5,4,8,4,260400,172.0,12,3.0,4901.5,14
749,8,3,50.0,8405,1,3,3,0,4,0,7,2,2,0,0,4,3,1945,1,1,14,15,2,0.0,3,4,3,3,2,4,4,0,4,0,0,0,5,4,0,1,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,5,1945.0,3,1,240,5,5,0,92,0,185,0,0,0,0,6,3,8,4,98000,127.41666666666667,7,2.0,3178.0,64
750,8,4,55.0,8800,1,3,3,0,0,0,17,2,2,0,0,4,7,1910,1,1,13,14,2,0.0,3,4,0,4,0,3,6,0,6,0,576,576,1,2,1,4,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,6,2005.0,1,0,0,3,3,0,0,160,0,0,0,0,0,8,4,8,4,96500,126.66666666666667,11,1.0,2568.0,100
751,9,3,60.31066533122066,7750,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,660,660,1,0,1,4,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,1,2003.0,0,2,400,5,5,2,0,48,0,0,0,0,0,10,1,8,4,162000,132.0,12,2.5,3170.0,4
752,4,3,79.0,9236,1,0,3,0,4,0,5,2,2,0,2,6,5,1997,1,1,12,13,2,0.0,3,2,2,2,4,1,2,1200,6,0,279,1479,1,0,1,4,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,1,1997.0,2,2,576,5,5,2,168,27,0,0,0,0,0,9,0,8,4,217000,166.0,11,3.0,4015.5,9
753,9,3,80.0,10240,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,1,1,12,13,1,178.0,2,4,2,2,4,2,6,0,6,0,1030,1030,1,2,1,4,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,1,2005.0,2,3,878,5,5,2,192,52,0,0,0,0,0,5,0,8,4,275500,174.83333333333334,13,2.5,5328.0,1
754,4,3,61.0,7930,1,3,3,0,4,0,12,2,2,0,2,6,8,1969,1,1,9,10,2,0.0,3,4,1,4,4,3,2,439,3,472,115,1026,1,2,1,4,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,5,1969.0,2,2,440,5,5,2,171,48,0,0,0,0,0,9,3,8,4,156000,146.57142857142858,14,2.0,2785.0,40
755,1,1,34.0,3230,1,3,3,0,4,0,21,2,2,4,5,6,5,1999,1,1,8,8,1,894.0,3,4,2,2,4,3,2,381,6,0,348,729,1,2,1,4,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,5,1999.0,3,2,440,5,5,2,0,24,0,0,0,0,0,5,3,8,4,172500,147.1,11,2.5,4420.5,10
756,9,3,68.0,10769,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,20,6,0,846,866,1,0,1,4,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,1,2007.0,2,2,578,5,5,2,144,105,0,0,0,0,0,6,3,8,4,212000,160.72727272727272,13,2.5,4258.0,2
757,9,3,65.48136664768356,11616,1,0,3,0,1,0,19,2,2,0,5,6,5,1978,3,1,6,6,0,328.0,3,4,1,4,4,2,5,438,6,0,234,672,1,4,1,4,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,1,1978.0,0,2,440,5,5,2,335,0,0,0,0,0,0,6,4,8,0,158900,138.6,11,2.5,3656.0,32
758,1,1,24.0,2280,1,3,3,0,4,0,21,2,2,3,5,7,5,1999,1,1,8,8,1,360.0,3,4,2,2,4,3,0,549,6,0,195,744,1,2,1,4,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,5,1999.0,3,2,440,5,5,2,0,0,0,0,0,0,0,10,2,8,4,179400,150.1,12,2.5,3954.0,9
759,9,3,65.0,12257,1,0,3,0,4,0,15,2,2,0,5,8,5,1995,1,1,12,13,1,513.0,2,4,2,2,4,0,3,56,0,64,1198,1318,1,0,1,4,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,1,1995.0,2,3,752,5,5,2,222,98,0,0,0,0,0,2,1,8,4,290000,194.69230769230768,13,2.5,6610.0,12
760,4,3,70.0,9100,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,3,1,13,14,2,0.0,3,4,1,4,4,3,5,612,6,0,252,864,1,0,1,4,864,0,0,864,0,0,1,0,2,1,3,5,6,0,5,2008.0,3,1,300,0,0,2,0,0,0,0,0,0,450,1,3,8,4,127500,123.42857142857143,12,1.0,2310.0,50
761,5,4,60.0,6911,1,3,3,0,2,0,3,1,2,0,2,5,5,1924,1,1,13,14,2,0.0,3,4,2,4,4,2,3,405,6,0,740,1145,1,4,1,4,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,5,1965.0,3,2,440,5,5,2,0,0,0,0,0,0,0,1,3,8,4,100000,185.85714285714286,10,1.0,3394.5,85
762,9,1,72.0,8640,1,3,3,0,4,0,21,2,2,0,5,7,5,2009,1,1,12,13,2,0.0,3,4,2,2,4,2,2,24,6,0,732,756,1,0,1,4,764,783,0,1547,0,0,2,1,3,1,2,7,6,0,1,2009.0,3,2,614,5,5,2,169,45,0,0,0,0,0,8,4,2,4,215200,140.63636363636363,12,2.5,3779.0,1
763,9,3,82.0,9430,1,3,3,0,4,0,15,2,2,0,5,8,5,1999,1,1,12,13,1,673.0,2,4,2,2,4,2,2,1163,6,0,89,1252,1,0,1,4,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,1,1999.0,2,3,856,5,5,2,0,128,0,0,180,0,0,9,3,8,4,337000,197.08333333333334,13,3.5,6457.0,10
764,0,3,30.0,9549,1,0,3,0,1,0,24,2,2,4,2,8,5,1995,3,1,3,3,2,0.0,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,4,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,1,1995.0,0,2,481,5,5,2,0,30,0,0,216,0,0,6,0,8,4,270000,166.0,13,2.5,3975.5,11
765,4,3,75.0,14587,1,0,3,0,4,0,21,2,2,0,2,9,5,2008,1,1,12,13,3,284.0,2,4,2,2,4,3,6,0,6,0,1498,1498,1,0,1,4,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,1,2008.0,0,2,592,5,5,2,0,174,0,0,0,0,0,10,2,6,5,264132,167.33333333333334,14,2.0,4341.0,0
766,9,3,80.0,10421,1,3,3,0,4,0,14,2,2,0,5,7,5,1988,1,1,6,6,1,42.0,3,4,1,2,4,3,2,394,6,0,586,980,1,4,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,1,1988.0,3,2,496,5,5,2,228,66,156,0,0,0,500,5,4,8,4,196500,155.8181818181818,12,2.5,4208.0,22
767,8,3,75.0,12508,1,0,3,0,4,0,11,2,2,0,0,6,7,1940,1,1,12,13,2,0.0,3,4,1,2,4,2,0,660,6,0,323,983,1,0,1,4,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,1,1989.0,3,1,423,5,5,2,245,0,156,0,0,0,1300,9,2,8,4,160000,175.0,13,3.0,4203.0,68
768,4,3,70.0,9100,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,3,1,12,13,2,0.0,2,4,2,2,4,3,2,24,6,0,1836,1860,1,0,1,4,1836,0,0,1836,0,0,2,0,3,1,2,8,6,1,1,2004.0,0,2,484,5,5,2,120,33,0,0,0,0,0,1,0,8,4,216837,166.9090909090909,12,2.0,4844.0,2
769,9,3,47.0,53504,1,1,1,0,1,1,22,2,2,0,5,8,5,2003,3,1,5,15,1,603.0,0,4,2,2,4,1,0,1416,6,0,234,1650,1,0,1,4,1690,1589,0,3279,1,0,3,1,4,1,0,12,4,1,3,2003.0,0,3,841,5,5,2,503,36,0,0,210,0,0,8,4,8,4,538000,192.88235294117646,13,4.5,8406.5,7
770,13,3,56.65199376475207,7252,1,0,3,0,1,0,19,2,2,0,6,5,5,1982,3,1,13,14,2,0.0,3,4,1,2,4,0,2,685,6,0,173,858,1,4,1,4,858,0,0,858,1,0,1,0,2,1,3,5,6,0,5,1983.0,3,2,576,5,5,2,120,0,0,0,0,0,0,6,3,8,4,134900,122.57142857142857,10,2.0,2433.0,27
771,4,3,67.0,8877,1,3,3,0,4,0,7,2,2,0,2,4,5,1951,1,1,13,14,2,0.0,3,4,1,1,0,3,3,836,6,0,0,836,1,4,1,1,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,5,1951.0,3,2,396,5,5,2,0,0,0,0,0,0,0,6,0,0,4,102000,152.5,9,1.0,3056.0,55
772,12,3,94.0,7819,1,3,3,0,4,0,7,2,2,0,7,6,5,1976,1,1,9,10,2,0.0,3,4,1,4,4,0,0,422,1,127,480,1029,1,4,1,4,1117,0,0,1117,1,0,1,0,3,1,3,6,6,1,5,1976.0,3,2,672,5,5,2,144,0,0,0,0,0,0,5,4,8,0,107000,139.625,11,2.0,3084.5,34
773,4,3,70.0,10150,1,3,3,0,4,0,12,1,2,0,2,5,5,1958,1,1,13,14,2,1.0,3,4,1,4,4,3,5,456,6,0,456,912,1,0,1,0,912,0,0,912,0,0,1,0,2,1,3,5,6,0,1,1958.0,2,1,275,5,5,2,0,0,0,0,0,0,0,9,1,0,4,114500,130.28571428571428,10,1.0,2418.5,49
774,4,3,110.0,14226,1,3,3,0,0,0,16,2,2,0,2,8,5,2006,3,1,12,13,1,375.0,2,4,2,2,4,0,6,0,6,0,1935,1935,1,2,1,4,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,1,2006.0,0,3,895,5,5,2,315,45,0,0,0,0,0,9,1,6,5,395000,164.41666666666666,13,2.0,5736.0,1
775,0,4,32.0,4500,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,3,1,12,13,1,320.0,3,4,2,0,4,3,2,866,6,0,338,1204,1,0,1,4,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,1,1998.0,0,2,412,5,5,2,0,247,0,0,0,0,0,8,3,8,4,162000,150.5,11,3.0,3536.0,11
776,4,3,86.0,11210,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,1,1,12,13,1,240.0,2,4,2,2,4,0,2,20,6,0,1594,1614,1,0,1,4,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,1,2005.0,2,3,865,5,5,2,144,59,0,0,0,0,0,9,0,6,5,221500,161.4,12,2.0,4707.5,1
777,4,3,100.0,13350,1,0,3,0,4,0,19,2,2,0,2,5,5,1974,3,1,6,10,2,0.0,3,4,1,4,4,3,0,762,6,0,102,864,1,4,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,1,1,1974.0,3,2,440,5,5,2,241,0,0,0,0,0,0,8,0,8,4,142500,127.71428571428571,10,2.0,2440.0,32
778,14,2,60.0,8400,1,3,3,0,4,0,20,1,2,2,2,5,5,1977,1,1,9,10,1,320.0,3,4,3,3,2,4,4,0,4,0,0,0,1,4,1,4,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,5,1977.0,3,2,630,5,5,2,0,0,0,0,0,0,0,1,1,8,4,144000,144.28571428571428,10,2.0,4675.0,30
779,14,3,78.0,10530,1,3,3,0,4,0,11,2,2,2,6,6,5,1977,1,1,9,7,1,90.0,3,4,1,2,4,1,2,975,6,0,0,975,1,4,1,4,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,1,1977.0,3,2,504,5,5,2,0,0,0,0,0,0,0,7,0,8,4,135000,167.33333333333334,11,2.0,2837.5,29
780,4,3,63.0,7875,1,3,3,0,4,0,8,2,2,0,2,7,5,1995,1,1,6,6,1,38.0,3,4,2,2,1,3,6,0,6,0,1237,1237,1,2,1,4,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,1,1995.0,0,2,402,5,5,2,220,21,0,0,0,0,0,8,1,8,4,176000,139.22222222222223,12,2.0,3363.5,12
781,9,3,65.0,7153,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1,1,12,13,2,0.0,2,2,2,2,4,3,0,387,6,0,374,761,1,0,1,4,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,1,1992.0,2,2,484,5,5,2,0,124,0,0,0,0,0,9,0,8,4,175900,145.72727272727272,11,2.5,3828.5,14
782,4,3,67.0,16285,1,1,3,0,4,0,5,2,2,0,2,7,5,2001,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,1413,1413,1,0,1,4,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,1,2001.0,2,2,605,5,5,2,0,33,0,0,0,0,0,8,3,8,4,187100,158.88888888888889,12,2.0,3869.0,8
783,13,3,88.03456315511488,9101,1,0,3,0,0,0,11,2,2,0,6,5,6,1978,1,1,9,10,1,104.0,3,2,2,2,4,0,2,1097,6,0,0,1097,1,0,1,4,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,1,1978.0,0,2,602,5,5,2,303,30,0,0,0,0,0,9,3,8,4,165500,185.0,11,2.0,3173.5,31
784,11,4,35.0,6300,1,3,3,0,4,0,17,2,2,0,4,6,6,1914,1,1,13,15,2,0.0,3,4,1,4,4,3,6,0,6,0,742,742,1,0,1,4,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,6,2005.0,1,0,0,3,3,2,0,291,134,0,0,0,0,8,2,8,4,128000,123.66666666666667,12,2.0,3339.0,94
785,4,3,79.20618437194491,9790,1,3,3,0,4,0,14,1,2,0,2,6,5,1967,1,1,3,14,2,0.0,3,4,1,4,4,3,5,251,3,630,491,1372,1,4,1,4,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,1,1967.0,3,2,457,5,5,2,0,0,0,0,197,0,0,11,3,8,4,161500,134.2,11,2.0,3598.5,42
786,8,4,60.0,10800,1,3,3,0,4,0,17,0,2,0,0,5,6,1915,1,1,8,8,2,0.0,3,2,2,1,4,3,3,686,6,0,0,686,1,4,1,4,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,5,1961.0,3,1,416,5,5,2,0,0,196,0,0,0,1200,8,4,8,4,139000,165.2,11,3.0,3855.0,95
787,9,3,76.0,10142,1,0,3,0,4,0,20,2,2,0,5,7,5,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,2,656,6,0,300,956,1,0,1,4,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,3,2004.0,2,2,618,5,5,2,0,45,0,0,0,0,0,0,4,8,4,233000,173.66666666666666,12,3.5,4955.0,6
788,4,4,50.0,6000,1,3,3,0,0,0,17,2,2,0,2,4,7,1954,1,1,8,8,2,0.0,3,4,1,4,4,3,6,0,6,0,901,901,1,0,1,4,901,0,0,901,0,0,1,0,2,1,3,4,6,0,5,1954.0,3,1,281,1,5,2,0,0,0,0,0,0,0,10,2,8,4,107900,150.16666666666666,11,1.0,2393.0,54
789,9,3,80.62025964459204,12205,1,0,2,0,4,0,4,2,2,0,5,6,8,1966,1,1,6,6,1,157.0,3,4,1,4,0,1,3,568,6,0,264,832,1,2,1,4,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,1,1966.0,0,2,444,5,5,2,133,168,0,0,0,0,0,9,1,8,4,187500,160.53846153846155,14,2.5,4969.0,41
790,0,3,43.0,3182,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,1,1,12,13,1,11.0,2,4,2,2,4,3,2,16,6,0,1129,1145,1,0,1,4,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,1,2005.0,0,2,397,5,5,2,100,16,0,0,0,0,0,11,3,8,4,160200,143.125,12,2.0,3072.0,4
791,12,3,103.91767149924043,11333,1,0,3,0,0,0,11,2,2,0,7,6,5,1976,1,1,6,6,2,0.0,3,4,2,2,4,0,0,539,6,0,490,1029,1,4,1,4,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,1,1976.0,2,2,539,5,5,2,120,0,0,0,0,0,0,7,1,8,4,146800,151.71428571428572,11,2.0,2908.0,31
792,9,3,92.0,9920,1,0,3,0,1,0,15,2,2,0,5,7,5,1996,1,1,8,8,2,0.0,2,4,2,2,4,0,2,862,6,0,255,1117,1,0,1,4,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,1,1997.0,3,2,455,5,5,2,180,130,0,0,0,0,0,8,1,8,4,269790,167.75,12,3.5,4812.0,11
793,4,3,76.0,9158,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,1,1,5,5,3,140.0,2,4,2,2,4,0,6,0,6,0,1496,1496,1,0,1,4,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,1,2007.0,0,2,474,5,5,2,168,130,0,0,0,0,0,8,1,6,5,225000,149.6,13,2.0,4117.0,0
794,9,3,92.06120684965852,10832,1,0,3,0,0,0,8,2,2,0,5,7,5,1994,1,1,8,8,2,0.0,2,4,2,2,4,3,6,0,6,0,712,712,1,0,1,4,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,1,1994.0,0,2,409,5,5,2,143,46,0,0,0,0,500,1,2,8,4,194500,172.27272727272728,12,2.5,4350.5,14
795,9,3,70.0,8400,1,3,3,0,4,0,20,2,2,0,5,6,6,1980,1,1,6,6,1,130.0,3,4,1,2,4,3,6,0,6,0,650,650,1,4,1,4,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,1,1980.0,3,2,476,5,5,2,0,50,0,0,204,0,0,6,4,8,4,171000,142.1818181818182,12,2.5,3821.0,30
796,4,3,71.0,8197,1,3,3,0,4,0,19,2,2,0,2,6,5,1977,1,1,9,10,1,148.0,3,4,1,4,4,3,6,0,6,0,660,660,1,0,1,4,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,1,1977.0,2,2,528,5,5,2,138,0,0,0,0,0,0,6,1,8,4,143500,128.5,11,1.5,3312.0,30
797,4,3,57.0,7677,1,3,3,0,4,0,12,2,2,0,2,5,5,1953,1,1,12,13,2,0.0,3,4,1,4,4,3,1,570,6,0,203,773,1,2,1,4,773,0,0,773,0,0,1,0,2,1,3,4,6,0,1,1953.0,3,1,240,5,5,2,0,0,0,0,0,0,0,6,2,8,0,110000,128.83333333333334,10,1.0,2052.5,55
798,9,3,104.0,13518,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,3,1,12,13,3,860.0,0,4,2,0,4,3,6,0,6,0,1926,1926,1,0,1,4,1966,1174,0,3140,0,0,3,1,4,1,0,11,6,2,3,2009.0,0,3,820,5,5,2,144,78,0,0,0,0,0,9,3,6,5,485000,196.25,14,3.5,8513.0,1
799,8,3,60.0,7200,1,3,3,0,0,0,18,1,2,0,0,5,7,1937,1,1,13,14,1,252.0,3,4,0,2,4,3,0,569,6,0,162,731,1,0,1,4,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,5,1939.0,3,1,240,5,5,2,0,0,264,0,0,0,0,8,1,8,4,175000,176.8,12,2.5,4273.5,70
800,9,3,79.0,12798,1,0,1,0,4,1,4,1,2,0,5,6,5,1997,1,1,12,13,2,0.0,3,4,2,2,4,1,2,462,6,0,154,616,1,2,1,4,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,1,1997.0,2,2,603,5,5,2,403,114,185,0,0,0,400,7,2,8,4,200000,140.66666666666666,11,3.5,3985.5,11
801,5,4,40.0,4800,1,3,3,0,4,0,9,2,2,0,2,4,7,1916,1,1,8,8,2,0.0,3,4,1,4,4,3,3,197,6,0,999,1196,1,0,1,0,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,5,1957.0,3,2,440,5,5,2,0,0,0,0,0,0,0,9,1,8,4,109900,170.85714285714286,11,2.0,3210.0,91
802,9,3,63.0,8199,1,3,3,0,4,0,5,2,2,0,5,7,5,2005,1,1,14,15,2,0.0,2,4,2,2,4,0,2,648,6,0,80,728,1,0,1,4,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,1,2005.0,0,2,410,5,5,2,36,18,0,0,0,0,0,1,2,8,4,189000,132.36363636363637,12,3.5,3481.0,3
803,9,3,107.0,13891,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,3,1,12,13,3,424.0,0,4,2,0,4,1,6,0,6,0,1734,1734,1,0,1,4,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,3,2009.0,2,3,1020,5,5,2,52,170,0,0,192,0,0,0,3,6,5,582933,166.0,14,3.5,7445.0,1
804,4,3,75.0,9000,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1,1,13,14,2,0.0,3,4,1,4,4,3,3,812,6,0,124,936,1,4,1,4,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,1,1954.0,3,1,286,5,5,2,0,0,0,0,0,0,0,8,0,8,3,118000,161.14285714285714,10,1.0,2867.0,52
805,4,3,91.0,12274,1,0,3,0,2,0,21,2,2,0,2,7,5,2008,1,1,12,13,3,256.0,2,4,2,2,4,3,6,0,6,0,1417,1417,1,0,1,4,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,1,2008.0,2,2,554,5,5,2,0,60,0,0,0,0,0,9,2,6,5,227680,158.66666666666666,12,2.0,4097.5,0
806,12,3,75.0,9750,1,3,3,0,4,0,12,2,2,0,7,5,5,1967,1,1,12,13,2,0.0,3,4,2,4,4,0,0,400,5,480,100,980,1,2,1,4,980,0,0,980,0,0,2,0,3,1,3,6,6,0,1,1967.0,0,1,384,5,5,2,68,0,0,0,0,0,0,1,0,8,4,135500,108.88888888888889,10,2.0,2642.0,39
