,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
4110,2,0,5,2,8.0,1,0.0,0.0,0.0,0.0,0.0,0
4111,2,0,5,2,44.0,1,0.0,0.0,0.0,0.0,0.0,0
4112,2,1,5,2,27.0,1,875.0,0.0,61.0,289.0,0.0,1
4113,0,1,5,2,48.0,1,383.0,0.0,0.0,393.0,10.0,0
4114,0,1,6,0,13.0,1,38.0,0.0,0.0,733.0,0.0,1
4115,0,0,6,2,5.0,1,0.0,0.0,0.0,0.0,0.0,1
4116,0,1,4,2,18.0,1,754.0,0.0,34.0,0.0,0.0,1
4117,0,1,5,2,23.0,1,0.0,0.0,206.0,681.0,31.0,1
4118,0,1,6,2,23.0,1,0.0,153.0,11.0,646.0,0.0,1
4119,0,0,5,1,35.0,1,0.0,0.0,0.0,0.0,0.0,0
4120,0,1,6,2,25.0,1,141.0,3.0,640.0,0.0,100.0,1
4121,2,1,4,2,32.0,1,689.0,0.0,610.0,0.0,0.0,1
4122,2,1,5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0
4123,2,0,5,2,5.0,1,0.0,0.0,0.0,0.0,0.0,0
4124,0,1,6,0,16.0,1,0.0,0.0,0.0,0.0,0.0,0
4125,0,0,6,1,18.0,1,0.0,0.0,0.0,0.0,0.0,0
4126,0,0,6,1,29.0,1,0.0,0.0,0.0,0.0,0.0,1
4127,0,1,5,2,55.0,1,134.0,935.0,0.0,6.0,394.0,1
4128,0,1,6,2,41.0,1,7.0,0.0,297.0,108.0,361.0,1
4129,0,1,6,2,38.0,1,225.0,2.0,404.0,121.0,0.0,1
4130,1,0,2,2,27.0,1,0.0,0.0,0.0,0.0,0.0,0
4131,0,0,6,2,55.0,1,0.0,0.0,0.0,0.0,0.0,0
4132,2,0,5,2,75.0,1,0.0,0.0,0.0,0.0,0.0,0
4133,1,1,2,2,50.0,1,0.0,817.0,388.0,78.0,693.0,0
4134,0,1,6,2,23.0,1,27.0,0.0,32.0,725.0,0.0,1
4135,0,1,6,1,37.0,1,715.0,0.0,54.0,0.0,0.0,0
4136,0,1,6,2,33.0,1,0.0,0.0,232.0,0.0,622.0,1
4137,2,1,5,2,45.0,1,941.0,281.0,36.0,12.0,39.0,1
4138,1,0,1,0,47.0,1,0.0,0.0,0.0,0.0,0.0,0
4139,1,0,1,2,13.0,1,0.0,0.0,0.0,0.0,0.0,0
4140,1,1,1,2,29.0,1,0.0,6338.0,0.0,1366.0,89.0,0
4141,2,1,4,2,19.0,1,30.0,0.0,42.0,3565.0,7.0,1
4142,2,0,5,2,30.0,1,0.0,0.0,0.0,0.0,0.0,0
4143,1,1,3,0,39.0,1,3.0,83.0,0.0,805.0,2983.0,1
4144,1,1,3,2,31.0,1,0.0,46.0,0.0,209.0,2908.0,1
4145,1,1,2,0,29.0,1,0.0,11417.0,12.0,795.0,402.0,0
4146,2,1,4,2,16.0,1,546.0,90.0,23.0,513.0,0.0,1
4147,0,1,5,1,18.0,1,0.0,2.0,1513.0,0.0,0.0,0
4148,0,1,6,0,38.0,1,8.0,0.0,1414.0,10.0,3.0,1
4149,0,0,6,2,50.0,1,0.0,0.0,0.0,0.0,0.0,1
4150,0,0,6,1,21.0,1,0.0,0.0,0.0,0.0,0.0,1
4151,0,0,6,1,22.0,1,0.0,0.0,0.0,0.0,0.0,0
4152,0,0,6,2,20.0,1,0.0,0.0,0.0,0.0,0.0,0
4153,2,1,5,2,36.0,1,721.0,0.0,471.0,0.0,0.0,1
4154,0,1,5,2,23.0,1,225.0,282.0,0.0,0.0,71.0,0
4155,1,0,1,0,31.0,0,0.0,0.0,0.0,0.0,0.0,0
4156,1,0,1,2,39.0,1,0.0,0.0,0.0,0.0,0.0,0
4157,1,1,1,0,50.0,1,0.0,4558.0,0.0,1.0,267.0,0
4158,0,1,4,2,40.0,1,0.0,901.0,0.0,0.0,89.0,1
4159,0,1,5,2,28.0,1,8.0,0.0,77.0,560.0,0.0,1
4160,1,1,1,2,38.0,1,2.0,114.0,771.0,3094.0,448.0,1
4161,1,1,1,2,37.0,1,0.0,3603.0,33.0,7113.0,1.0,1
4162,1,0,1,0,59.0,1,0.0,0.0,0.0,0.0,0.0,0
4163,1,1,1,0,41.0,1,35.0,6103.0,0.0,180.0,160.0,0
4164,1,1,1,2,33.0,1,0.0,4017.0,174.0,311.0,2260.0,0
4165,0,0,5,2,54.0,1,0.0,0.0,0.0,0.0,0.0,0
4166,0,1,5,2,40.0,1,0.0,0.0,2414.0,0.0,0.0,0
4167,2,1,3,2,43.0,1,130.0,0.0,870.0,31.0,26.0,0
4168,1,0,2,0,26.0,1,0.0,0.0,0.0,0.0,0.0,0
4169,1,1,2,0,65.0,1,0.0,7194.0,0.0,6.0,305.0,0
4170,1,0,2,0,22.0,1,0.0,0.0,0.0,0.0,0.0,0
4171,1,1,2,2,28.0,1,0.0,3627.0,0.0,31.0,3263.0,1
4172,0,0,5,2,35.0,1,0.0,0.0,0.0,0.0,0.0,0
4173,0,0,6,2,30.0,1,0.0,0.0,0.0,0.0,0.0,0
4174,1,1,3,2,28.0,1,0.0,2560.0,0.0,134.0,307.0,1
4175,0,1,5,2,23.0,1,0.0,10.0,159.0,311.0,125.0,0
4176,0,1,5,2,24.0,1,698.0,0.0,51.0,2.0,4.0,0
4177,0,0,6,1,16.0,1,0.0,0.0,0.0,0.0,305.0,0
4178,2,0,5,2,18.0,1,0.0,0.0,0.0,0.0,0.0,0
4179,0,1,5,2,20.0,1,399.0,77.0,311.0,0.0,16.0,1
4180,1,0,1,2,29.0,1,0.0,0.0,0.0,0.0,0.0,0
4181,1,0,1,2,29.0,1,0.0,0.0,0.0,0.0,0.0,0
4182,0,1,6,2,21.0,1,0.0,0.0,0.0,0.0,0.0,1
4183,1,0,0,2,2.0,1,0.0,0.0,0.0,0.0,0.0,1
4184,1,1,0,2,43.0,1,31.0,76.0,0.0,1353.0,1713.0,1
4185,1,1,0,2,28.0,1,0.0,1883.0,0.0,1.0,4560.0,1
4186,1,1,0,0,31.0,0,0.0,2461.0,0.0,51.0,2141.0,1
4187,0,1,5,2,23.0,1,36.0,18.0,670.0,0.0,32.0,0
4188,1,0,1,2,26.0,1,0.0,0.0,0.0,0.0,0.0,0
4189,1,1,1,0,43.0,1,0.0,39.0,327.0,4643.0,85.0,1
4190,0,1,5,2,28.0,1,1549.0,0.0,5.0,0.0,0.0,1
4191,0,1,6,1,24.0,1,0.0,266.0,1455.0,59.0,0.0,1
4192,0,1,5,2,27.0,1,110.0,0.0,638.0,0.0,0.0,1
4193,2,1,5,0,13.0,1,2244.0,31.0,507.0,0.0,142.0,1
4194,2,1,4,2,27.0,1,994.0,0.0,26.0,1.0,0.0,1
4195,0,0,6,2,2.0,1,225.0,0.0,0.0,0.0,0.0,0
4196,0,0,6,2,24.0,1,0.0,0.0,0.0,0.0,0.0,0
4197,0,0,6,2,2.0,1,0.0,0.0,174.0,0.0,305.0,0
4198,1,1,0,2,50.0,0,13.0,239.0,0.0,161.0,2355.0,1
4199,1,0,0,0,27.0,1,0.0,0.0,0.0,0.0,0.0,0
4200,0,1,5,2,26.0,1,1170.0,0.0,0.0,187.0,100.0,1
4201,0,1,6,0,31.0,1,23.0,0.0,0.0,311.0,17.0,1
4202,2,1,3,2,28.0,1,3559.0,0.0,174.0,13.0,2.0,1
4203,0,1,6,0,4.0,1,0.0,0.0,0.0,0.0,0.0,1
4204,0,1,6,2,9.0,1,0.0,0.0,0.0,0.0,0.0,0
4205,0,1,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
4206,0,0,6,2,35.0,1,0.0,0.0,0.0,0.0,0.0,1
4207,0,0,6,2,3.0,1,0.0,0.0,0.0,0.0,0.0,0
4208,2,1,3,2,25.0,1,1956.0,0.0,161.0,239.0,28.0,1
4209,2,1,3,2,63.0,1,3087.0,0.0,60.0,2.0,0.0,1
4210,2,0,5,2,34.0,1,0.0,0.0,0.0,0.0,0.0,0
4211,2,1,5,2,35.0,1,1219.0,0.0,1742.0,740.0,0.0,1
4212,0,0,6,2,26.0,1,0.0,0.0,0.0,0.0,0.0,0
4213,0,1,6,2,39.0,1,0.0,3.0,0.0,802.0,49.0,1
4214,1,1,3,0,34.0,1,0.0,337.0,1339.0,92.0,264.0,1
4215,1,1,1,2,36.0,1,0.0,1013.0,1.0,16.0,2825.0,1
4216,0,0,6,2,46.0,1,0.0,0.0,0.0,0.0,0.0,0
4217,0,1,5,2,26.0,1,42.0,65.0,895.0,407.0,0.0,0
4218,2,0,5,2,28.0,1,0.0,0.0,0.0,0.0,0.0,0
4219,0,1,5,0,20.0,1,0.0,3080.0,7.0,0.0,67.0,0
4220,0,0,6,2,35.0,1,0.0,0.0,0.0,0.0,0.0,1
4221,0,1,6,0,11.0,1,0.0,0.0,0.0,0.0,0.0,1
4222,0,0,6,1,14.0,1,0.0,0.0,0.0,0.0,0.0,1
4223,0,0,6,1,4.0,1,0.0,0.0,0.0,0.0,0.0,0
4224,0,1,6,2,11.0,1,0.0,0.0,0.0,0.0,305.0,1
4225,0,0,6,2,31.0,1,0.0,0.0,0.0,0.0,0.0,0
4226,0,1,6,2,15.0,1,0.0,893.0,0.0,0.0,0.0,0
4227,0,1,6,2,39.0,1,0.0,2.0,0.0,69.0,836.0,1
4228,0,1,6,2,7.0,1,0.0,0.0,0.0,0.0,0.0,1
4229,0,1,5,2,24.0,1,83.0,0.0,129.0,504.0,0.0,1
4230,0,0,6,2,22.0,1,0.0,0.0,0.0,0.0,0.0,0
4231,2,0,4,2,26.0,1,0.0,0.0,0.0,0.0,0.0,1
4232,1,1,2,0,53.0,1,0.0,864.0,49.0,39.0,2376.0,0
4233,1,1,2,2,40.0,1,2.0,76.0,0.0,201.0,305.0,1
4234,2,1,4,2,19.0,1,160.0,0.0,889.0,0.0,0.0,1
4235,2,1,5,0,54.0,1,433.0,0.0,867.0,19.0,1.0,1
4236,2,1,4,2,21.0,1,572.0,584.0,128.0,14.0,0.0,1
4237,2,1,5,2,25.0,1,1340.0,0.0,8.0,0.0,0.0,1
4238,2,1,4,2,48.0,1,137.0,0.0,877.0,0.0,0.0,0
4239,2,1,3,1,41.0,1,225.0,0.0,1127.0,8.0,0.0,0
4240,2,1,3,2,13.0,1,27.0,0.0,3246.0,0.0,0.0,0
4241,1,1,1,2,57.0,1,0.0,0.0,0.0,0.0,0.0,0
4242,1,0,1,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
4243,1,0,1,0,48.0,1,0.0,0.0,0.0,0.0,0.0,0
4244,2,1,4,2,34.0,1,849.0,51.0,375.0,0.0,24.0,1
4245,0,0,6,2,16.0,1,0.0,0.0,0.0,0.0,0.0,0
4246,0,1,6,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1
4247,0,1,6,0,15.0,1,6.0,1740.0,2184.0,0.0,0.0,0
4248,0,1,5,0,37.0,1,426.0,0.0,2.0,194.0,308.0,1
4249,0,1,5,2,37.0,1,452.0,0.0,234.0,19.0,1290.0,1
4250,0,1,6,2,49.0,1,820.0,1.0,690.0,292.0,13.0,1
4251,0,1,5,2,18.0,1,1.0,1.0,0.0,0.0,746.0,1
4252,0,1,5,2,25.0,1,101.0,32.0,0.0,137.0,633.0,0
4253,0,1,5,1,29.0,1,0.0,116.0,2048.0,2.0,0.0,0
4254,0,1,6,0,43.0,1,26.0,132.0,3.0,117.0,555.0,1
4255,0,1,5,2,20.0,1,9.0,0.0,157.0,525.0,0.0,1
4256,1,0,2,2,54.0,1,0.0,0.0,0.0,0.0,0.0,0
4257,0,0,6,2,30.0,1,0.0,0.0,0.0,0.0,0.0,0
4258,1,0,1,2,37.0,1,0.0,0.0,0.0,0.0,0.0,0
4259,0,1,5,0,30.0,1,60.0,41.0,553.0,1.0,0.0,0
4260,0,1,5,2,20.0,1,631.0,93.0,0.0,0.0,0.0,1
4261,0,1,6,2,20.0,1,25.0,0.0,796.0,44.0,44.0,1
4262,0,1,5,2,24.0,1,0.0,591.0,0.0,0.0,1560.0,1
4263,0,1,5,2,44.0,1,0.0,121.0,0.0,748.0,0.0,1
4264,0,1,6,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0
4265,0,0,6,2,15.0,1,0.0,0.0,0.0,0.0,0.0,0
4266,1,0,1,2,19.0,1,0.0,0.0,0.0,0.0,0.0,0
4267,1,0,1,0,20.0,1,0.0,0.0,0.0,0.0,0.0,0
4268,2,1,5,1,20.0,0,14.0,0.0,59.0,1777.0,0.0,1
4269,0,0,6,2,34.0,1,0.0,0.0,0.0,0.0,0.0,0
4270,0,1,6,1,17.0,1,0.0,0.0,0.0,0.0,0.0,0
4271,0,1,4,2,20.0,1,0.0,25.0,0.0,0.0,803.0,0
4272,0,1,4,2,42.0,1,0.0,1.0,0.0,17.0,1601.0,1
4273,0,1,5,2,28.0,1,0.0,180.0,516.0,311.0,305.0,0
4274,2,1,5,2,43.0,1,375.0,103.0,1990.0,36.0,0.0,0
4275,1,1,2,1,55.0,0,0.0,102.0,0.0,278.0,5353.0,1
4276,0,1,6,2,21.0,1,29.0,27.0,47.0,694.0,11.0,1
4277,0,1,4,2,17.0,1,0.0,656.0,295.0,0.0,35.0,1
4278,1,1,2,0,54.0,1,0.0,559.0,0.0,15238.0,2799.0,1
4279,0,1,5,2,25.0,1,225.0,205.0,174.0,0.0,549.0,0
4280,0,1,6,2,29.0,1,0.0,57.0,851.0,0.0,0.0,0
4281,1,1,2,0,45.0,1,0.0,496.0,0.0,1940.0,4195.0,1
4282,1,0,1,2,31.0,1,0.0,0.0,0.0,0.0,0.0,0
4283,1,0,2,0,19.0,1,0.0,0.0,0.0,0.0,0.0,0
4284,0,1,6,2,30.0,1,225.0,43.0,0.0,0.0,6.0,1
4285,0,1,6,2,24.0,1,191.0,497.0,0.0,0.0,16.0,1
4286,0,1,5,2,29.0,1,0.0,20.0,38.0,359.0,516.0,1
4287,2,1,5,2,42.0,1,4102.0,0.0,36.0,0.0,1825.0,1
4288,1,0,1,0,29.0,1,0.0,0.0,0.0,0.0,0.0,0
4289,1,1,1,0,37.0,1,0.0,2235.0,7.0,4098.0,89.0,1
4290,1,0,2,2,64.0,1,0.0,0.0,174.0,0.0,0.0,0
4291,0,0,6,2,24.0,1,0.0,0.0,0.0,0.0,0.0,0
4292,0,1,6,0,23.0,1,42.0,0.0,0.0,765.0,2.0,1
4293,0,1,5,2,22.0,1,686.0,45.0,16.0,7.0,4.0,0
4294,2,1,5,2,23.0,1,176.0,493.0,169.0,0.0,1023.0,1
4295,0,1,5,2,21.0,1,3.0,65.0,253.0,475.0,0.0,1
4296,0,1,5,2,37.0,1,661.0,876.0,0.0,3.0,13.0,1
4297,2,1,5,2,17.0,1,250.0,0.0,2179.0,0.0,0.0,0
4298,2,0,5,2,35.0,1,0.0,0.0,0.0,0.0,0.0,0
4299,1,1,1,2,33.0,1,0.0,4592.0,0.0,209.0,954.0,0
4300,1,1,1,0,37.0,1,0.0,2337.0,0.0,204.0,76.0,0
4301,1,1,1,0,32.0,1,0.0,154.0,0.0,5492.0,1924.0,1
4302,2,1,5,0,31.0,1,22.0,0.0,174.0,1.0,524.0,1
4303,1,1,0,2,29.0,1,0.0,4020.0,0.0,1635.0,4899.0,1
4304,1,0,4,0,34.0,1,0.0,0.0,0.0,0.0,0.0,0
4305,2,1,5,2,9.0,1,0.0,0.0,0.0,0.0,0.0,0
4306,2,0,5,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
4307,2,0,5,2,29.0,1,0.0,0.0,0.0,0.0,0.0,0
4308,2,0,5,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0
4309,0,1,6,2,30.0,1,1.0,797.0,0.0,10.0,0.0,0
4310,1,1,2,2,64.0,1,77.0,2424.0,0.0,3001.0,127.0,1
4311,1,1,2,2,31.0,1,0.0,6670.0,217.0,625.0,20336.0,1
4312,1,1,2,2,27.0,1,267.0,2802.0,0.0,54.0,77.0,0
4313,1,1,2,2,29.0,1,0.0,4516.0,0.0,6167.0,5308.0,1
4314,1,0,2,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
4315,0,0,6,2,28.0,1,0.0,0.0,0.0,0.0,0.0,0
4316,0,0,6,2,32.0,1,0.0,0.0,0.0,0.0,0.0,0
4317,0,1,5,0,36.0,1,0.0,0.0,0.0,725.0,2.0,1
4318,1,1,2,0,26.0,1,0.0,3593.0,47.0,19.0,229.0,0
4319,1,1,2,2,36.0,1,1.0,5234.0,343.0,277.0,12682.0,1
4320,0,1,6,2,37.0,1,374.0,1327.0,10.0,81.0,0.0,1
4321,0,1,6,2,45.0,1,0.0,0.0,0.0,774.0,0.0,1
4322,1,1,2,2,22.0,1,165.0,36.0,0.0,3044.0,556.0,1
4323,1,1,2,0,24.0,1,25.0,3291.0,0.0,6075.0,179.0,1
4324,0,1,6,1,23.0,1,0.0,138.0,4.0,412.0,220.0,1
4325,0,1,5,0,31.0,1,2.0,20.0,1.0,1026.0,2.0,0
4326,1,1,2,2,37.0,1,1.0,477.0,0.0,0.0,7087.0,1
4327,0,1,6,2,28.0,1,5.0,0.0,0.0,1014.0,0.0,1
4328,0,0,6,2,23.0,1,0.0,0.0,0.0,0.0,0.0,0
4329,0,1,6,0,14.0,1,0.0,166.0,603.0,1.0,0.0,0
4330,1,0,1,2,40.0,1,0.0,0.0,0.0,0.0,0.0,0
4331,2,1,5,2,42.0,1,36.0,0.0,2554.0,0.0,9.0,0
4332,0,1,5,2,53.0,1,19.0,81.0,85.0,768.0,489.0,1
4333,0,0,6,2,46.0,1,0.0,0.0,0.0,0.0,0.0,1
4334,2,1,4,2,28.0,1,0.0,79.0,2003.0,0.0,0.0,0
4335,0,0,6,0,25.0,1,0.0,0.0,0.0,0.0,0.0,0
4336,1,1,2,1,34.0,0,0.0,458.0,21.0,7.0,16.0,0
4337,2,1,5,2,58.0,1,1246.0,0.0,66.0,36.0,0.0,1
4338,1,1,1,2,31.0,1,0.0,2520.0,1.0,1.0,0.0,0
4339,1,0,1,0,24.0,1,0.0,0.0,0.0,0.0,0.0,0
4340,1,1,5,2,52.0,1,0.0,3275.0,111.0,51.0,18.0,0
4341,1,0,1,0,25.0,1,0.0,0.0,0.0,0.0,0.0,0
4342,1,0,1,2,17.0,1,0.0,0.0,0.0,0.0,0.0,0
4343,0,1,1,2,27.0,1,0.0,453.0,137.0,1331.0,1660.0,1
4344,1,0,1,0,29.0,1,0.0,0.0,0.0,0.0,0.0,0
4345,1,1,2,2,45.0,1,0.0,7484.0,465.0,14.0,610.0,0
4346,0,1,5,1,28.0,1,0.0,18.0,0.0,0.0,674.0,0
4347,1,0,2,0,25.0,1,0.0,0.0,174.0,0.0,0.0,0
4348,1,0,2,2,57.0,1,0.0,0.0,0.0,0.0,0.0,0
4349,1,0,2,2,68.0,1,0.0,0.0,0.0,0.0,0.0,0
4350,1,1,2,0,26.0,1,0.0,431.0,28.0,10941.0,26.0,1
4351,1,1,2,2,52.0,1,2.0,364.0,0.0,2144.0,1804.0,1
4352,1,1,2,2,36.0,1,0.0,551.0,0.0,5270.0,22.0,1
4353,0,1,6,1,41.0,1,454.0,297.0,0.0,2.0,0.0,1
4354,0,1,4,2,14.0,1,514.0,0.0,392.0,0.0,0.0,1
4355,0,0,6,1,16.0,1,0.0,0.0,0.0,0.0,0.0,0
4356,2,1,5,2,24.0,1,672.0,0.0,501.0,0.0,305.0,1
4357,1,1,1,2,62.0,0,0.0,1633.0,0.0,1742.0,0.0,0
4358,0,1,6,0,26.0,1,595.0,84.0,0.0,0.0,131.0,0
4359,0,1,5,2,45.0,1,65.0,63.0,3.0,713.0,27.0,1
4360,1,1,2,2,41.0,1,0.0,412.0,0.0,4030.0,0.0,1
4361,0,1,5,2,36.0,1,225.0,724.0,0.0,0.0,0.0,0
4362,0,1,5,0,13.0,1,8.0,1385.0,1445.0,250.0,8.0,0
4363,1,1,1,2,48.0,1,0.0,9633.0,0.0,1.0,2.0,0
4364,1,0,1,2,29.0,1,0.0,0.0,0.0,0.0,0.0,0
4365,0,1,5,1,22.0,1,141.0,16.0,0.0,177.0,336.0,0
4366,0,1,5,2,39.0,1,290.0,0.0,84.0,266.0,0.0,0
4367,0,1,4,2,45.0,1,1399.0,226.0,0.0,0.0,0.0,1
4368,0,1,6,2,42.0,1,84.0,323.0,0.0,1251.0,120.0,1
4369,1,1,2,2,33.0,1,0.0,7039.0,0.0,902.0,405.0,0
4370,0,1,5,2,27.0,1,0.0,89.0,874.0,34.0,0.0,0
4371,0,1,4,2,47.0,1,0.0,370.0,0.0,380.0,38.0,1
4372,1,0,4,2,20.0,1,0.0,0.0,0.0,0.0,0.0,0
4373,1,0,1,0,32.0,1,0.0,0.0,0.0,0.0,0.0,0
4374,0,0,1,2,54.0,1,0.0,0.0,0.0,0.0,0.0,0
4375,0,1,5,2,23.0,1,0.0,1125.0,0.0,311.0,993.0,1
4376,0,1,6,2,9.0,1,0.0,0.0,0.0,0.0,0.0,1
4377,0,1,6,2,17.0,1,372.0,0.0,477.0,0.0,0.0,1
4378,1,1,3,2,26.0,1,0.0,823.0,0.0,1821.0,1508.0,1
4379,1,1,3,2,38.0,1,0.0,93.0,0.0,0.0,7303.0,1
4380,0,1,5,2,24.0,1,703.0,0.0,0.0,0.0,0.0,1
4381,0,1,5,2,30.0,1,77.0,2325.0,5.0,117.0,1.0,0
4382,0,0,6,0,2.0,1,0.0,0.0,0.0,0.0,0.0,1
4383,0,0,6,2,4.0,1,0.0,0.0,0.0,0.0,0.0,0
4384,0,0,6,2,9.0,1,0.0,0.0,0.0,0.0,0.0,1
4385,0,1,5,2,30.0,1,0.0,0.0,3.0,3434.0,0.0,1
4386,0,0,6,2,5.0,1,0.0,0.0,0.0,311.0,0.0,1
4387,0,1,6,2,2.0,1,0.0,0.0,0.0,0.0,0.0,1
4388,1,1,2,2,32.0,1,45.0,985.0,0.0,0.0,6803.0,1
4389,1,0,2,2,53.0,1,0.0,0.0,0.0,0.0,0.0,0
4390,1,1,5,2,46.0,1,0.0,3856.0,0.0,1.0,312.0,0
4391,0,0,6,2,2.0,1,0.0,0.0,0.0,0.0,0.0,0
4392,0,0,6,2,1.0,1,0.0,0.0,0.0,0.0,0.0,0
4393,0,0,6,2,11.0,1,0.0,0.0,0.0,0.0,0.0,0
4394,0,1,6,0,3.0,1,0.0,0.0,0.0,0.0,0.0,0
4395,0,0,6,2,33.0,1,0.0,0.0,0.0,0.0,0.0,0
4396,0,0,6,0,3.0,1,0.0,0.0,0.0,0.0,0.0,0
4397,0,1,4,2,38.0,1,182.0,776.0,3.0,33.0,0.0,1
4398,0,0,6,1,21.0,1,0.0,0.0,0.0,0.0,0.0,1
4399,0,0,5,2,41.0,1,0.0,0.0,0.0,0.0,0.0,0
4400,1,0,2,0,64.0,1,0.0,0.0,0.0,0.0,0.0,0
4401,1,0,2,0,27.0,0,0.0,0.0,0.0,0.0,0.0,0
4402,0,0,6,0,41.0,1,0.0,458.0,174.0,0.0,0.0,1
4403,0,1,5,2,19.0,1,35.0,2.0,481.0,121.0,305.0,1
4404,0,1,6,2,42.0,1,0.0,0.0,1677.0,65.0,62.0,0
4405,1,1,2,0,30.0,1,0.0,4066.0,0.0,544.0,1272.0,1
4406,0,1,5,2,38.0,1,183.0,203.0,0.0,110.0,374.0,1
4407,1,1,2,2,63.0,1,0.0,4579.0,1.0,1006.0,2084.0,0
4408,2,1,3,2,17.0,1,225.0,0.0,38.0,0.0,2.0,1
4409,2,0,5,2,2.0,1,0.0,0.0,0.0,0.0,0.0,0
4410,2,1,5,2,19.0,1,0.0,0.0,0.0,0.0,0.0,0
4411,2,1,3,2,37.0,1,1144.0,4.0,34.0,0.0,0.0,1
4412,2,1,5,2,50.0,1,225.0,0.0,796.0,107.0,0.0,0
4413,0,1,6,2,38.0,1,0.0,172.0,615.0,0.0,0.0,0
4414,1,1,2,2,28.0,0,0.0,3119.0,0.0,1404.0,366.0,0
4415,1,0,1,2,35.0,1,0.0,0.0,0.0,0.0,0.0,0
4416,1,1,5,2,27.0,1,14327.0,1487.0,0.0,1.0,0.0,1
4417,0,1,6,2,15.0,1,0.0,7.0,0.0,749.0,0.0,1
4418,1,1,1,2,29.0,0,0.0,920.0,0.0,2052.0,3687.0,1
4419,1,0,1,0,65.0,1,0.0,0.0,0.0,0.0,0.0,0
4420,0,1,5,0,27.0,1,0.0,630.0,0.0,71.0,0.0,0
4421,2,1,5,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
4422,2,1,5,2,21.0,1,3148.0,0.0,1.0,0.0,0.0,1
4423,2,0,5,2,19.0,1,0.0,0.0,0.0,0.0,0.0,0
4424,2,0,5,2,39.0,1,0.0,0.0,0.0,0.0,0.0,0
4425,0,1,5,0,60.0,1,0.0,0.0,0.0,0.0,305.0,1
4426,1,1,3,0,30.0,1,818.0,44.0,2.0,2956.0,2311.0,1
4427,0,0,6,2,30.0,1,0.0,0.0,0.0,0.0,0.0,1
4428,0,0,6,2,40.0,1,0.0,0.0,0.0,0.0,0.0,0
4429,2,1,4,2,26.0,1,0.0,25.0,13.0,11.0,998.0,1
4430,0,1,5,0,38.0,1,2614.0,0.0,103.0,0.0,0.0,1
4431,2,1,5,2,22.0,1,130.0,15.0,2454.0,0.0,0.0,0
4432,2,1,4,2,29.0,1,179.0,0.0,1805.0,131.0,0.0,1
4433,2,1,5,2,65.0,1,1420.0,0.0,84.0,0.0,0.0,1
4434,0,0,6,1,61.0,1,0.0,0.0,0.0,0.0,0.0,0
4435,0,1,5,2,20.0,1,0.0,0.0,111.0,39.0,1094.0,1
4436,0,0,6,2,24.0,1,0.0,0.0,0.0,0.0,0.0,1
4437,0,0,6,2,16.0,1,0.0,0.0,0.0,0.0,0.0,1
4438,2,0,4,2,35.0,1,0.0,458.0,0.0,0.0,0.0,0
4439,0,1,5,2,21.0,1,0.0,681.0,51.0,131.0,1.0,0
4440,0,0,6,2,23.0,1,0.0,0.0,0.0,0.0,0.0,0
4441,0,1,5,0,17.0,1,0.0,262.0,0.0,0.0,502.0,0
4442,0,1,5,1,24.0,1,154.0,7.0,241.0,213.0,453.0,1
4443,0,1,6,0,27.0,1,866.0,0.0,0.0,0.0,23.0,1
4444,1,1,2,2,26.0,1,0.0,1910.0,0.0,1777.0,305.0,0
4445,1,1,2,0,26.0,1,0.0,3452.0,0.0,4.0,1960.0,0
4446,1,1,2,2,20.0,1,0.0,3.0,0.0,1271.0,2630.0,0
4447,1,0,2,2,28.0,1,0.0,0.0,0.0,0.0,0.0,0
4448,1,1,2,2,37.0,1,8.0,21.0,0.0,56.0,2167.0,0
4449,2,1,5,2,23.0,1,706.0,0.0,0.0,0.0,583.0,1
4450,2,0,5,2,49.0,1,225.0,0.0,0.0,0.0,0.0,0
4451,1,1,1,2,50.0,1,0.0,1338.0,0.0,40.0,6178.0,1
4452,1,0,2,2,4.0,1,0.0,458.0,0.0,0.0,0.0,0
4453,1,0,2,2,32.0,1,0.0,0.0,0.0,0.0,0.0,0
4454,1,1,2,2,44.0,1,0.0,0.0,0.0,0.0,0.0,0
4455,0,1,4,2,20.0,1,962.0,0.0,4581.0,105.0,0.0,0
4456,2,1,5,2,30.0,1,531.0,807.0,35.0,200.0,0.0,1
4457,2,1,5,2,29.0,1,574.0,0.0,4940.0,1831.0,2.0,1
4458,0,1,6,2,22.0,1,37.0,3.0,0.0,305.0,581.0,0
4459,2,0,5,2,35.0,1,0.0,0.0,0.0,0.0,0.0,0
4460,2,1,5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0
4461,2,1,5,2,6.0,1,0.0,0.0,0.0,0.0,0.0,0
4462,1,1,4,2,38.0,1,0.0,4504.0,0.0,13.0,302.0,0
